Customer_ID,Customer_Name,Age,Gender,Marital_Status,Education_Level,Employment_Status,Occupation,Annual_Income,Monthly_Income,Monthly_Expenses,Savings_Balance,Account_Balance,Credit_Score,Credit_History_Years,Existing_EMI,Debt_to_Income_Ratio,Number_of_Credit_Cards,Previous_Defaults,Loan_ID,Loan_Term,Interest_Rate,EMI_Amount,Loan_Purpose,Loan_Status,Collateral_Value,Monthly_Transaction_Count,Total_Deposits,Total_Withdrawals,Average_Monthly_Balance,Missed_EMI_Count,Days_Past_Due,Outstanding_Loan_Balance,Fraud_Flag,Risk_Category,Recovery_Status,Loan_Default
CUST100966,Mohan Rao,28,Male,Single,Graduate,Employed,Shop Owner,66956,5584,3042,17197,11805,654,5,369,6.4,-2,4,LN200966,45,12.0,365,Education,Approved,80001,35,9802,8497,11301,-2,4,25404,No,Medium,Not Required,No
CUST100967,Rohit Verma,38,Male,Married,Graduate,Employed,Engineer,75600,6298,3401,21997,15005,707,1,445,6.83,2,-2,LN200967,48,9.9,448,Home,Approved,100002,42,11005,9497,14504,6,19,28995,No,Medium,Not Required,No
CUST100968,Aishwarya Rao,39,Female,Married,Graduate,Employed,Bank Officer,82077,6837,3671,25598,17400,752,7,512,7.38,1,5,LN200968,36,11.63,514,Personal,Approved,115005,38,11901,10255,16897,5,19,31703,No,Low,Not Required,No
CUST100969,Sneha Kapoor,47,Female,Married,Graduate,Employed,Tester,95042,7922,4206,32795,22196,829,8,627,7.98,3,3,LN200969,60,11.3,632,Car,Approved,144995,53,13695,11746,21700,1,16,37104,No,Low,Not Required,No
CUST100970,Priya Reddy,28,Female,Married,Graduate,Employed,Analyst,56162,4685,2589,11203,7800,589,4,273,5.98,1,4,LN200970,38,8.57,269,Education,Approved,54998,29,8298,7255,7299,2,17,20897,No,High,Ongoing,Yes
CUST100971,Anjali Gupta,28,Female,Married,Graduate,Employed,Accountant,64798,5404,2949,15995,10997,645,8,350,6.53,3,4,LN200971,33,11.72,350,Home,Approved,75003,37,9495,8247,10501,3,33,24503,No,High,Ongoing,Yes
CUST100972,Aishwarya Rao,37,Female,Married,Graduate,Employed,Bank Officer,82085,6838,3666,25596,17405,749,6,508,7.27,1,-3,LN200972,40,12.3,514,Personal,Approved,115002,46,11905,10253,16902,-4,14,31704,No,Low,Not Required,No
CUST100973,Vinod Reddy,35,Male,Married,Graduate,Employed,Electrician,84236,7019,3761,26796,18202,761,2,532,7.65,4,4,LN200973,43,8.21,530,Car,Approved,119996,39,12203,10501,17698,-2,31,32599,No,Low,Not Required,No
CUST100974,Pooja Singh,37,Female,Married,Graduate,Employed,Nurse,69116,5764,3134,18395,12602,673,6,393,6.75,0,-4,LN200974,58,8.07,391,Business,Approved,85005,40,10098,8751,12096,0,20,26296,No,Medium,Not Required,No
CUST100975,Harish Kumar,41,Male,Single,Graduate,Employed,Retailer,79919,6656,3582,24404,16598,736,10,488,7.1,2,-4,LN200975,20,11.35,486,Business,Approved,109996,42,11598,9995,16104,-1,4,30805,Yes,Low,Not Required,No
CUST100976,Suresh Naidu,39,Male,Married,Graduate,Employed,Farmer,88555,7384,3944,29205,19801,787,8,565,8.04,0,5,LN200976,24,9.08,565,Education,Approved,130005,43,12805,10995,19305,3,19,34400,Yes,Low,Not Required,No
CUST100977,Harish Kumar,39,Male,Single,Graduate,Employed,Retailer,79918,6665,3576,24403,16596,736,2,494,7.75,6,4,LN200977,27,11.9,488,Business,Approved,110002,40,11600,10002,16099,-4,-1,30795,Yes,Low,Not Required,No
CUST100978,Kiran Kumar,25,Male,Married,Graduate,Employed,Driver,62635,5215,2856,14801,10199,637,6,325,6.52,5,-3,LN200978,29,11.19,329,Car,Approved,69998,32,9195,7999,9699,-4,20,23598,Yes,High,Ongoing,Yes
CUST100979,Manoj Singh,43,Male,Single,Graduate,Employed,Police,92882,7745,4116,31604,21402,815,8,608,7.79,3,3,LN200979,52,11.2,613,Personal,Approved,140002,51,13398,11501,20899,0,-5,36203,No,Low,Not Required,No
CUST100980,Sneha Nair,32,Female,Single,Graduate,Employed,Teacher,60482,5036,2765,13600,9404,619,4,314,6.03,3,-4,LN200980,55,10.44,315,Personal,Approved,65005,36,8899,7753,8905,4,2,22696,No,High,Ongoing,Yes
CUST100981,Sneha Nair,31,Female,Single,Graduate,Employed,Teacher,60477,5039,2766,13599,9400,615,9,308,6.24,-2,3,LN200981,56,10.22,306,Personal,Approved,65000,38,8905,7752,8902,-1,5,22698,No,High,Ongoing,Yes
CUST100982,Kavya Iyer,30,Female,Single,Graduate,Employed,HR,73445,6123,3313,20800,14199,701,7,428,6.74,0,-1,LN200982,34,9.34,435,Car,Approved,94999,43,10700,9245,13698,5,2,28095,No,Medium,Not Required,No
CUST100983,Sneha Nair,24,Female,Single,Graduate,Employed,Teacher,60477,5038,2772,13600,9398,615,8,313,6.05,5,-3,LN200983,58,9.7,306,Personal,Approved,65000,33,8905,7746,8899,2,5,22700,No,High,Ongoing,Yes
CUST100984,Pooja Mehta,37,Female,Single,Graduate,Employed,Designer,86403,7197,3850,27995,19001,776,6,547,7.78,0,-2,LN200984,60,8.81,547,Home,Approved,125000,47,12495,10750,18503,-5,4,33501,No,Low,Not Required,No
CUST100985,Mohan Rao,36,Male,Single,Graduate,Employed,Shop Owner,66958,5579,3039,17196,11797,654,13,373,6.49,2,-1,LN200985,52,11.66,373,Education,Approved,79995,32,9795,8501,11297,-4,-1,25396,No,Medium,Not Required,No
CUST100986,Pooja Singh,32,Female,Married,Graduate,Employed,Nurse,69117,5757,3130,18400,12595,674,10,390,6.92,7,-5,LN200986,56,8.33,390,Business,Approved,85000,32,10096,8751,12102,4,15,26297,No,Medium,Not Required,No
CUST100987,Harish Kumar,40,Male,Single,Graduate,Employed,Retailer,79920,6658,3576,24400,16603,731,1,491,7.73,4,4,LN200987,25,12.04,491,Business,Approved,110000,37,11604,10001,16096,1,0,30795,Yes,Low,Not Required,No
CUST100988,Suresh Naidu,46,Male,Married,Graduate,Employed,Farmer,88559,7380,3940,29202,19802,788,12,571,7.36,7,2,LN200988,21,9.62,574,Education,Approved,130004,42,12804,11000,19299,-1,12,34401,Yes,Low,Not Required,No
CUST100989,Divya Sharma,36,Female,Married,Graduate,Employed,Lecturer,77761,6484,3489,23205,15796,723,2,470,7.15,-1,-2,LN200989,65,10.29,472,Education,Approved,105001,36,11299,9746,15296,3,32,29901,No,Low,Not Required,No
CUST100990,Kavitha Iyer,37,Female,Married,Graduate,Employed,Doctor,90721,7556,4026,30397,20600,798,7,588,7.97,1,-1,LN200990,31,10.13,588,Business,Approved,134999,45,13095,11247,20103,5,31,35297,No,Low,Not Required,No
CUST100991,Priya Reddy,21,Female,Married,Graduate,Employed,Analyst,56158,4681,2586,11200,7802,593,2,269,5.7,6,5,LN200991,41,8.76,272,Education,Approved,55005,31,8300,7251,7304,2,20,20896,No,High,Ongoing,Yes
CUST100992,Anjali Gupta,29,Female,Married,Graduate,Employed,Accountant,64797,5403,2946,16001,10997,650,8,353,6.79,-2,0,LN200992,38,11.51,345,Home,Approved,74998,33,9503,8254,10496,6,33,24504,No,High,Ongoing,Yes
CUST100993,Vikram Das,35,Male,Married,Graduate,Employed,Manager,71276,5935,3218,19599,13405,681,8,409,6.56,0,0,LN200993,27,8.56,415,Personal,Approved,90001,39,10402,8997,12899,2,31,27205,No,Medium,Not Required,No
CUST100994,Harish Kumar,32,Male,Single,Graduate,Employed,Retailer,79923,6660,3580,24403,16599,734,0,490,7.59,0,-5,LN200994,22,11.22,490,Business,Approved,109996,40,11599,10000,16102,3,-4,30804,Yes,Low,Not Required,No
CUST100995,Suresh Naidu,45,Male,Married,Graduate,Employed,Farmer,88555,7376,3941,29197,19797,790,8,575,7.55,5,-1,LN200995,28,9.24,569,Education,Approved,129999,44,12801,10996,19302,4,20,34400,Yes,Low,Not Required,No
CUST100996,Manoj Singh,39,Male,Single,Graduate,Employed,Police,92879,7739,4119,31601,21405,819,6,609,8.07,-2,1,LN200996,46,10.82,615,Personal,Approved,139995,53,13397,11502,20899,0,4,36197,No,Low,Not Required,No
CUST100997,Manoj Singh,44,Male,Single,Graduate,Employed,Police,92875,7736,4124,31601,21400,812,12,607,7.88,2,-1,LN200997,44,10.29,606,Personal,Approved,140003,52,13405,11495,20896,-2,0,36201,No,Low,Not Required,No
CUST100998,Arjun Patel,25,Male,Married,Graduate,Employed,Business,58319,4857,2677,12395,8600,609,0,285,5.72,1,6,LN200998,46,9.5,293,Business,Approved,59996,28,8598,7504,8102,5,26,21800,No,High,Ongoing,Yes
CUST100999,Arjun Patel,31,Male,Married,Graduate,Employed,Business,58320,4861,2684,12402,8602,602,9,289,6.24,6,6,LN200999,44,9.47,286,Business,Approved,59998,36,8598,7505,8097,-2,30,21798,No,High,Ongoing,Yes
CUST101000,Pooja Singh,30,Female,Married,Graduate,Employed,Nurse,69122,5758,3130,18405,12599,666,10,391,6.88,2,-2,LN201000,56,7.99,387,Business,Approved,84995,39,10100,8746,12097,-3,18,26300,No,Medium,Not Required,No
CUST101001,Sneha Nair,28,Female,Single,Graduate,Employed,Teacher,60482,5042,2772,13601,9404,621,9,305,6.23,-2,-4,LN201001,60,10.06,306,Personal,Approved,64997,32,8899,7752,8900,0,-1,22695,No,High,Ongoing,Yes
CUST101002,Priya Reddy,29,Female,Married,Graduate,Employed,Analyst,56162,4675,2592,11200,7801,590,5,270,5.72,-1,-2,LN201002,41,8.96,275,Education,Approved,54997,36,8299,7251,7295,-3,19,20904,No,High,Ongoing,Yes
CUST101003,Vinod Reddy,37,Male,Married,Graduate,Employed,Electrician,84235,7019,3758,26796,18202,763,3,526,7.67,-2,-4,LN201003,53,7.81,529,Car,Approved,120000,39,12196,10505,17700,2,35,32598,No,Low,Not Required,No
CUST101004,Pooja Singh,28,Female,Married,Graduate,Employed,Nurse,69124,5762,3135,18405,12599,671,10,392,6.52,-1,3,LN201004,57,8.28,392,Business,Approved,85000,38,10103,8746,12103,-3,19,26295,No,Medium,Not Required,No
CUST101005,Suresh Naidu,46,Male,Married,Graduate,Employed,Farmer,88565,7380,3937,29197,19802,792,6,573,7.79,0,3,LN201005,29,9.53,566,Education,Approved,130002,41,12802,10998,19296,0,17,34401,Yes,Low,Not Required,No
CUST101006,Kiran Kumar,31,Male,Married,Graduate,Employed,Driver,62642,5216,2857,14804,10197,627,8,333,6.29,-2,3,LN201006,21,10.34,328,Car,Approved,69997,31,9201,7999,9696,3,20,23603,Yes,High,Ongoing,Yes
CUST101007,Divya Sharma,37,Female,Married,Graduate,Employed,Lecturer,77759,6483,3493,23195,15797,720,8,474,7.34,5,-1,LN201007,61,10.67,468,Education,Approved,104999,39,11301,9755,15305,1,31,29904,No,Low,Not Required,No
CUST101008,Kavitha Iyer,45,Female,Married,Graduate,Employed,Doctor,90725,7556,4032,30400,20604,796,13,586,7.99,-2,5,LN201008,31,10.32,595,Business,Approved,135001,50,13103,11251,20096,6,25,35295,No,Low,Not Required,No
CUST101009,Harish Kumar,38,Male,Single,Graduate,Employed,Retailer,79921,6656,3575,24403,16601,737,7,489,7.18,0,1,LN201009,22,11.87,488,Business,Approved,110000,45,11597,10002,16105,0,2,30805,Yes,Low,Not Required,No
CUST101010,Kiran Kumar,28,Male,Married,Graduate,Employed,Driver,62636,5221,2858,14804,10196,629,7,331,5.99,2,4,LN201010,20,10.91,333,Car,Approved,69998,30,9195,7998,9698,5,13,23602,Yes,High,Ongoing,Yes
CUST101011,Suresh Naidu,39,Male,Married,Graduate,Employed,Farmer,88562,7380,3936,29200,19802,784,12,571,7.33,4,4,LN201011,20,9.62,569,Education,Approved,129997,45,12802,11005,19300,3,20,34402,Yes,Low,Not Required,No
CUST101012,Divya Sharma,38,Female,Married,Graduate,Employed,Lecturer,77757,6479,3492,23205,15796,721,3,468,7.56,8,0,LN201012,57,10.29,469,Education,Approved,104998,44,11299,9746,15296,6,33,29897,No,Low,Not Required,No
CUST101013,Aishwarya Rao,43,Female,Married,Graduate,Employed,Bank Officer,82083,6843,3672,25596,17397,750,6,505,7.41,-3,-3,LN201013,37,11.91,511,Personal,Approved,115003,48,11902,10253,16902,5,15,31699,No,Low,Not Required,No
CUST101014,Kavya Iyer,30,Female,Single,Graduate,Employed,HR,73437,6123,3306,20797,14198,701,14,431,6.7,5,2,LN201014,41,9.37,430,Car,Approved,94997,41,10700,9250,13700,3,1,28100,No,Medium,Not Required,No
CUST101015,Kavya Iyer,33,Female,Single,Graduate,Employed,HR,73438,6123,3305,20798,14198,698,7,433,6.88,6,5,LN201015,36,9.72,428,Car,Approved,94995,41,10703,9251,13696,5,1,28101,No,Medium,Not Required,No
CUST101016,Divya Sharma,38,Female,Married,Graduate,Employed,Lecturer,77764,6480,3491,23198,15801,728,8,475,7.08,1,5,LN201016,57,10.48,475,Education,Approved,105001,39,11304,9750,15296,1,26,29904,No,Low,Not Required,No
CUST101017,Mohan Rao,34,Male,Single,Graduate,Employed,Shop Owner,66957,5575,3041,17205,11802,658,14,367,6.49,0,-1,LN201017,53,11.94,369,Education,Approved,80000,33,9795,8496,11295,1,2,25403,No,Medium,Not Required,No
CUST101018,Sneha Kapoor,40,Female,Married,Graduate,Employed,Tester,95036,7922,4213,32799,22197,824,17,629,7.67,0,3,LN201018,60,11.7,633,Car,Approved,144995,51,13695,11753,21700,-3,12,37100,No,Low,Not Required,No
CUST101019,Anjali Gupta,32,Female,Married,Graduate,Employed,Accountant,64802,5403,2948,16005,10996,647,12,350,6.77,-1,-4,LN201019,35,11.75,345,Home,Approved,74995,31,9498,8250,10502,0,29,24496,No,High,Ongoing,Yes
CUST101020,Suresh Naidu,41,Male,Married,Graduate,Employed,Farmer,88560,7378,3945,29198,19797,783,11,567,7.38,6,-1,LN201020,27,9.72,571,Education,Approved,130000,49,12795,11004,19295,-1,14,34405,Yes,Low,Not Required,No
CUST101021,Kavitha Iyer,46,Female,Married,Graduate,Employed,Doctor,90725,7564,4031,30397,20601,797,9,591,7.99,3,1,LN201021,41,10.01,594,Business,Approved,135003,52,13098,11245,20101,5,28,35295,No,Low,Not Required,No
CUST101022,Divya Sharma,35,Female,Married,Graduate,Employed,Lecturer,77755,6485,3491,23199,15795,718,6,467,7.45,3,4,LN201022,64,10.49,467,Education,Approved,104995,37,11300,9747,15295,4,28,29899,No,Low,Not Required,No
CUST101023,Manoj Singh,42,Male,Single,Graduate,Employed,Police,92878,7744,4115,31601,21403,809,11,610,7.77,-4,-4,LN201023,43,11.16,613,Personal,Approved,140002,43,13395,11505,20904,-4,1,36204,No,Low,Not Required,No
CUST101024,Pooja Singh,34,Female,Married,Graduate,Employed,Nurse,69125,5757,3135,18398,12605,669,15,392,7.09,-1,0,LN201024,64,7.64,391,Business,Approved,85003,41,10105,8750,12095,0,15,26304,No,Medium,Not Required,No
CUST101025,Kavitha Iyer,42,Female,Married,Graduate,Employed,Doctor,90716,7561,4033,30403,20595,804,6,587,7.91,1,0,LN201025,32,10.32,592,Business,Approved,134997,50,13100,11246,20100,3,25,35303,No,Low,Not Required,No
CUST101026,Pooja Singh,37,Female,Married,Graduate,Employed,Nurse,69124,5759,3127,18395,12595,666,5,390,7.0,0,-3,LN201026,65,7.66,394,Business,Approved,84997,35,10100,8749,12104,6,16,26296,No,Medium,Not Required,No
CUST101027,Harish Kumar,42,Male,Single,Graduate,Employed,Retailer,79919,6658,3581,24397,16598,733,9,490,7.46,1,5,LN201027,27,11.27,489,Business,Approved,109998,46,11603,10003,16098,5,-4,30800,Yes,Low,Not Required,No
CUST101028,Kiran Kumar,24,Male,Married,Graduate,Employed,Driver,62636,5219,2855,14802,10202,631,10,330,6.55,5,-4,LN201028,29,10.93,334,Car,Approved,70005,29,9205,8001,9705,-2,17,23603,Yes,High,Ongoing,Yes
CUST101029,Kavitha Iyer,39,Female,Married,Graduate,Employed,Doctor,90715,7556,4032,30405,20595,799,11,585,8.14,-1,5,LN201029,41,10.19,592,Business,Approved,134995,50,13096,11249,20100,-3,29,35304,No,Low,Not Required,No
CUST101030,Kiran Kumar,33,Male,Married,Graduate,Employed,Driver,62645,5225,2860,14799,10202,629,2,334,6.15,0,3,LN201030,21,10.38,334,Car,Approved,69999,37,9201,7997,9700,-2,12,23601,Yes,High,Ongoing,Yes
CUST101031,Priya Reddy,22,Female,Married,Graduate,Employed,Analyst,56163,4684,2589,11205,7801,592,0,273,5.81,7,0,LN201031,38,8.93,268,Education,Approved,54998,28,8296,7247,7298,4,13,20900,No,High,Ongoing,Yes
CUST101032,Sneha Kapoor,47,Female,Married,Graduate,Employed,Tester,95041,7918,4214,32799,22198,830,9,626,8.03,6,2,LN201032,65,11.55,630,Car,Approved,144995,45,13696,11751,21698,4,10,37097,No,Low,Not Required,No
CUST101033,Vikram Das,33,Male,Married,Graduate,Employed,Manager,71280,5936,3220,19602,13399,686,9,414,6.68,2,2,LN201033,25,9.05,407,Personal,Approved,89998,41,10405,9004,12901,3,28,27204,No,Medium,Not Required,No
CUST101034,Sneha Kapoor,48,Female,Married,Graduate,Employed,Tester,95037,7915,4205,32803,22196,829,10,625,7.84,1,1,LN201034,59,11.19,626,Car,Approved,144996,53,13702,11746,21695,-2,18,37103,No,Low,Not Required,No
CUST101035,Kavitha Iyer,42,Female,Married,Graduate,Employed,Doctor,90718,7560,4028,30403,20599,798,8,592,7.48,-1,-1,LN201035,37,10.11,593,Business,Approved,135001,46,13099,11249,20101,0,31,35305,No,Low,Not Required,No
CUST101036,Pooja Singh,28,Female,Married,Graduate,Employed,Nurse,69118,5761,3126,18405,12600,668,14,390,6.88,7,0,LN201036,65,8.0,393,Business,Approved,84996,36,10095,8747,12095,-1,12,26304,No,Medium,Not Required,No
CUST101037,Suresh Naidu,46,Male,Married,Graduate,Employed,Farmer,88555,7379,3939,29199,19798,792,7,566,7.79,7,-3,LN201037,28,8.97,566,Education,Approved,130004,46,12800,11003,19301,-1,10,34399,Yes,Low,Not Required,No
CUST101038,Sneha Kapoor,45,Female,Married,Graduate,Employed,Tester,95042,7915,4211,32798,22198,829,12,627,8.33,-3,3,LN201038,63,11.65,630,Car,Approved,144995,51,13698,11746,21697,4,10,37099,No,Low,Not Required,No
CUST101039,Pooja Singh,34,Female,Married,Graduate,Employed,Nurse,69115,5763,3131,18395,12595,667,5,394,6.6,0,-5,LN201039,58,8.33,393,Business,Approved,85003,37,10096,8753,12105,2,19,26303,No,Medium,Not Required,No
CUST101040,Sneha Kapoor,42,Female,Married,Graduate,Employed,Tester,95040,7917,4211,32798,22199,823,11,634,7.73,0,5,LN201040,65,11.31,631,Car,Approved,145002,51,13705,11745,21705,-2,11,37098,No,Low,Not Required,No
CUST101041,Mohan Rao,31,Male,Single,Graduate,Employed,Shop Owner,66960,5576,3041,17201,11797,654,4,372,6.76,2,1,LN201041,44,11.94,369,Education,Approved,80004,41,9796,8505,11297,-4,-3,25404,No,Medium,Not Required,No
CUST101042,Sneha Kapoor,41,Female,Married,Graduate,Employed,Tester,95039,7917,4214,32796,22196,829,12,633,7.72,0,-5,LN201042,63,11.7,635,Car,Approved,144995,52,13695,11753,21700,-2,16,37098,No,Low,Not Required,No
CUST101043,Pooja Singh,32,Female,Married,Graduate,Employed,Nurse,69122,5762,3128,18405,12601,668,7,387,6.58,3,2,LN201043,56,7.83,390,Business,Approved,84998,36,10097,8754,12102,5,14,26297,No,Medium,Not Required,No
CUST101044,Priya Reddy,31,Female,Married,Graduate,Employed,Analyst,56155,4680,2593,11204,7795,593,-1,269,5.52,5,-2,LN201044,37,9.13,272,Education,Approved,54997,34,8304,7246,7302,2,18,20903,No,High,Ongoing,Yes
CUST101045,Harish Kumar,34,Male,Single,Graduate,Employed,Retailer,79915,6659,3576,24404,16601,738,5,494,7.27,-3,-5,LN201045,27,11.15,493,Business,Approved,110001,39,11602,9997,16104,-2,-1,30797,Yes,Low,Not Required,No
CUST101046,Rohit Verma,34,Male,Married,Graduate,Employed,Engineer,75601,6305,3396,22005,15000,711,1,448,7.42,2,2,LN201046,53,10.43,455,Home,Approved,100005,44,11000,9501,14495,-1,12,28998,No,Medium,Not Required,No
CUST101047,Sneha Nair,29,Female,Single,Graduate,Employed,Teacher,60478,5040,2769,13605,9400,621,2,306,6.07,-1,2,LN201047,57,10.59,305,Personal,Approved,65005,34,8899,7750,8901,-1,3,22703,No,High,Ongoing,Yes
CUST101048,Pooja Mehta,40,Female,Single,Graduate,Employed,Designer,86396,7197,3846,27998,18995,774,5,555,7.84,-3,-4,LN201048,60,8.9,545,Home,Approved,125001,41,12497,10745,18501,-3,-1,33497,No,Low,Not Required,No
CUST101049,Sneha Nair,31,Female,Single,Graduate,Employed,Teacher,60485,5035,2768,13600,9398,615,4,311,5.97,-2,3,LN201049,56,10.15,314,Personal,Approved,64997,35,8903,7752,8898,-2,3,22699,No,High,Ongoing,Yes
CUST101050,Kavya Iyer,36,Female,Single,Graduate,Employed,HR,73435,6121,3307,20797,14196,699,7,430,6.74,0,5,LN201050,33,9.64,425,Car,Approved,94996,43,10705,9245,13704,-5,-5,28103,No,Medium,Not Required,No
CUST101051,Mohan Rao,35,Male,Single,Graduate,Employed,Shop Owner,66956,5584,3044,17204,11799,654,4,374,6.62,-4,-3,LN201051,52,12.47,375,Education,Approved,79998,35,9802,8505,11299,2,-2,25398,No,Medium,Not Required,No
CUST101052,Harish Kumar,40,Male,Single,Graduate,Employed,Retailer,79918,6655,3579,24404,16605,740,3,486,7.54,-4,-2,LN201052,28,11.83,489,Business,Approved,110001,39,11598,10001,16099,-1,3,30797,Yes,Low,Not Required,No
CUST101053,Priya Reddy,28,Female,Married,Graduate,Employed,Analyst,56156,4680,2587,11201,7797,589,5,268,5.85,3,4,LN201053,37,8.84,265,Education,Approved,54996,32,8300,7254,7300,3,12,20903,No,High,Ongoing,Yes
CUST101054,Sneha Kapoor,46,Female,Married,Graduate,Employed,Tester,95042,7918,4210,32805,22198,828,12,625,8.3,7,2,LN201054,56,11.81,635,Car,Approved,145003,46,13698,11751,21697,4,20,37100,No,Low,Not Required,No
CUST101055,Anjali Gupta,33,Female,Married,Graduate,Employed,Accountant,64800,5401,2948,16000,11004,642,13,352,6.82,-2,2,LN201055,34,11.98,351,Home,Approved,75001,32,9503,8248,10498,6,34,24502,No,High,Ongoing,Yes
CUST101056,Sneha Kapoor,39,Female,Married,Graduate,Employed,Tester,95035,7922,4213,32800,22204,822,15,633,7.98,7,3,LN201056,64,10.99,635,Car,Approved,145003,44,13695,11748,21697,5,16,37105,No,Low,Not Required,No
CUST101057,Vikram Das,29,Male,Married,Graduate,Employed,Manager,71279,5936,3215,19597,13402,683,8,412,7.18,1,-4,LN201057,20,8.53,406,Personal,Approved,90003,33,10400,9004,12899,2,33,27202,No,Medium,Not Required,No
CUST101058,Harish Kumar,38,Male,Single,Graduate,Employed,Retailer,79922,6664,3584,24400,16598,738,3,493,7.68,2,-2,LN201058,24,11.87,489,Business,Approved,110005,41,11599,10005,16098,2,4,30805,Yes,Low,Not Required,No
CUST101059,Rohit Verma,32,Male,Married,Graduate,Employed,Engineer,75602,6298,3395,21995,14996,713,7,452,7.44,0,5,LN201059,51,9.65,449,Home,Approved,100000,39,11004,9495,14497,-2,12,29002,No,Medium,Not Required,No
CUST101060,Arjun Patel,31,Male,Married,Graduate,Employed,Business,58319,4857,2681,12398,8595,607,3,288,6.28,8,0,LN201060,50,9.2,287,Business,Approved,60005,36,8602,7504,8099,7,30,21798,No,High,Ongoing,Yes
CUST101061,Sneha Nair,31,Female,Single,Graduate,Employed,Teacher,60482,5044,2765,13601,9402,616,1,308,5.99,4,4,LN201061,59,10.28,310,Personal,Approved,65003,32,8896,7747,8899,5,3,22703,No,High,Ongoing,Yes
CUST101062,Kavya Iyer,38,Female,Single,Graduate,Employed,HR,73441,6118,3306,20801,14204,694,14,434,6.83,-3,2,LN201062,32,9.05,430,Car,Approved,95001,35,10695,9253,13703,-1,5,28103,No,Medium,Not Required,No
CUST101063,Vikram Das,35,Male,Married,Graduate,Employed,Manager,71275,5940,3222,19600,13396,687,15,411,7.11,8,2,LN201063,29,9.09,410,Personal,Approved,90000,36,10395,8996,12900,6,34,27202,No,Medium,Not Required,No
CUST101064,Arjun Patel,27,Male,Married,Graduate,Employed,Business,58325,4860,2679,12399,8602,606,0,292,6.01,2,-3,LN201064,46,9.48,291,Business,Approved,60005,33,8605,7498,8097,4,25,21797,No,High,Ongoing,Yes
CUST101065,Vinod Reddy,35,Male,Married,Graduate,Employed,Electrician,84245,7015,3760,26800,18201,764,5,529,7.71,5,0,LN201065,44,8.26,532,Car,Approved,119998,40,12201,10503,17705,5,27,32602,No,Low,Not Required,No
CUST101066,Priya Reddy,22,Female,Married,Graduate,Employed,Analyst,56155,4679,2586,11202,7796,589,3,266,5.55,6,4,LN201066,34,9.13,266,Education,Approved,54997,26,8299,7248,7296,4,12,20901,No,High,Ongoing,Yes
CUST101067,Arjun Patel,22,Male,Married,Graduate,Employed,Business,58325,4855,2678,12400,8604,608,6,293,6.22,8,-2,LN201067,44,9.67,288,Business,Approved,60000,35,8599,7497,8096,5,31,21795,No,High,Ongoing,Yes
CUST101068,Kavya Iyer,39,Female,Single,Graduate,Employed,HR,73441,6124,3308,20804,14195,695,12,430,7.25,-3,3,LN201068,36,9.66,429,Car,Approved,94995,37,10702,9251,13697,1,4,28104,No,Medium,Not Required,No
CUST101069,Kavitha Iyer,41,Female,Married,Graduate,Employed,Doctor,90718,7555,4027,30395,20599,800,9,588,7.77,6,2,LN201069,38,10.4,585,Business,Approved,134996,43,13095,11245,20099,0,33,35303,No,Low,Not Required,No
CUST101070,Mohan Rao,35,Male,Single,Graduate,Employed,Shop Owner,66962,5580,3039,17197,11797,655,14,366,6.58,3,-5,LN201070,45,12.7,365,Education,Approved,80001,41,9797,8502,11302,3,1,25395,No,Medium,Not Required,No
CUST101071,Arjun Patel,24,Male,Married,Graduate,Employed,Business,58324,4858,2676,12400,8601,606,3,291,5.83,2,2,LN201071,46,9.18,292,Business,Approved,59998,31,8604,7502,8099,3,26,21797,No,High,Ongoing,Yes
CUST101072,Arjun Patel,24,Male,Married,Graduate,Employed,Business,58322,4857,2683,12403,8599,601,7,295,5.88,8,2,LN201072,48,9.36,285,Business,Approved,60003,37,8604,7500,8102,3,34,21800,No,High,Ongoing,Yes
CUST101073,Vinod Reddy,41,Male,Married,Graduate,Employed,Electrician,84243,7020,3763,26805,18201,760,2,530,7.77,-2,4,LN201073,46,7.67,535,Car,Approved,119998,40,12198,10504,17695,1,31,32604,No,Low,Not Required,No
CUST101074,Kavitha Iyer,44,Female,Married,Graduate,Employed,Doctor,90716,7564,4033,30398,20600,796,7,595,7.59,6,-5,LN201074,36,10.18,594,Business,Approved,134996,50,13098,11245,20103,2,27,35303,No,Low,Not Required,No
CUST101075,Sneha Nair,23,Female,Single,Graduate,Employed,Teacher,60483,5040,2766,13601,9400,622,8,313,6.39,1,-4,LN201075,59,10.42,314,Personal,Approved,64999,34,8898,7754,8901,0,-2,22695,No,High,Ongoing,Yes
CUST101076,Kiran Kumar,34,Male,Married,Graduate,Employed,Driver,62639,5218,2856,14796,10201,628,3,332,5.99,1,-3,LN201076,19,11.15,325,Car,Approved,69998,39,9199,7998,9704,6,11,23599,Yes,High,Ongoing,Yes
CUST101077,Vinod Reddy,35,Male,Married,Graduate,Employed,Electrician,84239,7021,3765,26802,18199,758,3,525,7.38,0,-5,LN201077,47,8.18,534,Car,Approved,119999,41,12203,10499,17696,2,31,32600,No,Low,Not Required,No
CUST101078,Pooja Mehta,38,Female,Single,Graduate,Employed,Designer,86404,7201,3846,28003,19000,773,10,548,7.36,3,-3,LN201078,56,9.0,553,Home,Approved,124998,43,12497,10745,18501,0,-1,33503,No,Low,Not Required,No
